training loss,out_0,out_1,epoch,step
0.33364683389663696,-0.1602889895439148,0.4223783016204834,24,49
0.3075215220451355,-0.1390966922044754,0.4454537332057953,49,99
0.28431448340415955,-0.11515451222658157,0.46678856015205383,74,149
0.2636401057243347,-0.08977444469928741,0.4865410327911377,99,199
0.24525193870067596,-0.06476195156574249,0.504770815372467,124,249
0.22895832359790802,-0.04204954206943512,0.5215041041374207,149,299
0.21456973254680634,-0.023199716582894325,0.5367832779884338,174,349
0.20187996327877045,-0.009015939198434353,0.5506894588470459,199,399
0.1906709522008896,0.0005585543112829328,0.5633411407470703,224,449
0.1807313710451126,0.006248150486499071,0.5748748779296875,249,499
0.1718713343143463,0.009095979854464531,0.5854263305664062,274,549
0.16393117606639862,0.010133464820683002,0.5951158404350281,299,599
0.15678033232688904,0.010175599716603756,0.604045033454895,324,649
0.15031374990940094,0.009760948829352856,0.6122968196868896,349,699
0.14444588124752045,0.009190780110657215,0.6199396252632141,374,749
0.13910523056983948,0.008605655282735825,0.6270318627357483,399,799
0.13423144817352295,0.008057675324380398,0.6336238980293274,424,849
0.12977272272109985,0.007559295278042555,0.6397601962089539,449,899
0.1256837695837021,0.007108202204108238,0.6454809308052063,474,949
0.12192512303590775,0.0066990721970796585,0.6508222222328186,499,999
0.11846232414245605,0.006326307076960802,0.6558164358139038,524,1049
0.11526523530483246,0.005985211115330458,0.6604926586151123,549,1099
0.11230702698230743,0.005672135390341282,0.6648775935173035,574,1149
0.10956437140703201,0.005383707117289305,0.6689949035644531,599,1199
0.10701654851436615,0.005117189604789019,0.67286616563797,624,1249
0.10464517772197723,0.004870223812758923,0.6765109300613403,649,1299
0.10243432968854904,0.004640895873308182,0.6799463629722595,674,1349
0.10036922246217728,0.004427468869835138,0.6831889748573303,699,1399
0.09843724966049194,0.004228339064866304,0.6862528920173645,724,1449
0.09662692248821259,0.004042281303554773,0.6891512870788574,749,1499
0.0949280634522438,0.003868015483021736,0.6918960213661194,774,1549
0.09333132207393646,0.003704654984176159,0.6944982409477234,799,1599
0.09182863682508469,0.003551172325387597,0.696967601776123,824,1649
0.09041246771812439,0.003406667150557041,0.6993133425712585,849,1699
0.0890762060880661,0.003270555753260851,0.7015436291694641,874,1749
0.08781371265649796,0.0031421540770679712,0.7036662101745605,899,1799
0.08661958575248718,0.003020808333531022,0.705687940120697,924,1849
0.0854886993765831,0.0029059951193630695,0.7076154947280884,949,1899
0.08441676944494247,0.002797285560518503,0.709454357624054,974,1949
0.0833994522690773,0.002694259863346815,0.7112103700637817,999,1999
