training loss,out_0,out_1,epoch,step
1.3861216306686401,-0.17766927182674408,-0.1773366928100586,24,49
1.3471870422363281,-0.16099442541599274,-0.16068381071090698,49,99
1.311200499534607,-0.14536727964878082,-0.1450766772031784,74,149
1.2778983116149902,-0.13071401417255402,-0.13044172525405884,99,199
1.2470128536224365,-0.11695307493209839,-0.11669734865427017,124,249
1.2182753086090088,-0.10399600863456726,-0.10375510156154633,149,299
1.191427230834961,-0.0917530432343483,-0.09152519702911377,174,349
1.166233777999878,-0.08013936877250671,-0.07992299646139145,199,399
1.1424942016601562,-0.0690813809633255,-0.06887523084878922,224,449
1.1200522184371948,-0.05852200835943222,-0.0583251491189003,249,499
1.0987969636917114,-0.04842337965965271,-0.04823523014783859,274,549
1.0786612033843994,-0.03876582533121109,-0.038586147129535675,299,599
1.0596050024032593,-0.029542436823248863,-0.02937115542590618,324,649
1.041596531867981,-0.02074933983385563,-0.020586315542459488,349,699
1.0245882272720337,-0.012374565936625004,-0.012219415046274662,374,749
1.008496880531311,-0.00438755052164197,-0.004239439032971859,399,799
0.9931913018226624,0.0032677650451660156,0.003410172648727894,424,849
0.9784891605377197,0.010675303637981415,0.010813867673277855,449,899
0.9641609191894531,0.01794595830142498,0.018083026632666588,474,949
0.9499373435974121,0.02521437034010887,0.025352688506245613,499,999
0.935519278049469,0.0326349176466465,0.03277755156159401,524,1049
0.9205867648124695,0.040377624332904816,0.04052787646651268,549,1099
0.9048118591308594,0.048622749745845795,0.0487840436398983,574,1149
0.8878729343414307,0.05755414441227913,0.057729873806238174,599,1199
0.8694788813591003,0.06734826415777206,0.06754150241613388,624,1249
0.8493980765342712,0.07815886288881302,0.0783720538020134,649,1299
0.827497124671936,0.09009676426649094,0.09033133089542389,674,1349
0.8037759065628052,0.10320859402418137,0.1034645065665245,699,1399
0.778393030166626,0.11745858937501907,0.11773411929607391,724,1449
0.7516667246818542,0.13272102177143097,0.1330128312110901,749,1499
0.7240455150604248,0.14878806471824646,0.14909137785434723,774,1549
0.6960533857345581,0.16539251804351807,0.16570183634757996,799,1599
0.6682244539260864,0.1822403222322464,0.18254999816417694,824,1649
0.6410422325134277,0.19904400408267975,0.19934888184070587,849,1699
0.6148989200592041,0.21554934978485107,0.21584509313106537,874,1749
0.5900779366493225,0.2315513789653778,0.23183469474315643,899,1799
0.5667554140090942,0.24689967930316925,0.2471684366464615,924,1849
0.5450148582458496,0.2614959180355072,0.2617487907409668,949,1899
0.5248678922653198,0.2752859592437744,0.275522381067276,974,1949
0.5062738656997681,0.2882506847381592,0.2884707450866699,999,1999
0.4891586899757385,0.3003970682621002,0.30060118436813354,1024,2049
0.47342827916145325,0.3117498755455017,0.3119387924671173,1049,2099
0.45897921919822693,0.32234543561935425,0.3225199580192566,1074,2149
0.4457060396671295,0.3322267532348633,0.3323878347873688,1099,2199
0.4335058629512787,0.34143978357315063,0.3415883779525757,1124,2249
0.42228102684020996,0.350031316280365,0.3501684367656708,1149,2299
0.4119411110877991,0.3580472767353058,0.35817357897758484,1174,2349
0.4024025797843933,0.3655312955379486,0.3656478822231293,1199,2399
0.39359021186828613,0.37252479791641235,0.37263232469558716,1224,2449
0.38543543219566345,0.37906622886657715,0.37916553020477295,1249,2499
0.3778771460056305,0.38519129157066345,0.3852829039096832,1274,2549
0.3708600401878357,0.3909325897693634,0.39101722836494446,1299,2599
0.36433514952659607,0.396320104598999,0.3963982164859772,1324,2649
0.35825806856155396,0.40138113498687744,0.4014533460140228,1349,2699
0.3525896668434143,0.4061407446861267,0.4062073826789856,1374,2749
0.34729433059692383,0.4106215536594391,0.41068315505981445,1399,2799
0.34234073758125305,0.41484418511390686,0.41490107774734497,1424,2849
0.33770012855529785,0.4188278019428253,0.41888028383255005,1449,2899
0.3333470821380615,0.42258933186531067,0.42263779044151306,1474,2949
0.3292587101459503,0.4261445701122284,0.4261893033981323,1499,2999
0.3254142999649048,0.4295078217983246,0.42954903841018677,1524,3049
0.3217950165271759,0.43269219994544983,0.43273016810417175,1549,3099
0.31838417053222656,0.4357096254825592,0.43574458360671997,1574,3149
0.3151664137840271,0.43857112526893616,0.4386031925678253,1599,3199
0.31212759017944336,0.4412868916988373,0.4413161873817444,1624,3249
0.3092551827430725,0.44386592507362366,0.44389280676841736,1649,3299
0.30653783679008484,0.44631680846214294,0.4463413953781128,1674,3349
0.3039649426937103,0.4486474394798279,0.4486698508262634,1699,3399
0.301526814699173,0.4508650600910187,0.4508854150772095,1724,3449
0.29921478033065796,0.45297637581825256,0.4529947340488434,1749,3499
0.29702067375183105,0.45498740673065186,0.4550039768218994,1774,3549
0.2949371635913849,0.4569040536880493,0.456918865442276,1799,3599
0.29295721650123596,0.4587315618991852,0.45874476432800293,1824,3649
0.2910747826099396,0.4604749381542206,0.4604865312576294,1849,3699
0.2892839312553406,0.46213865280151367,0.4621488153934479,1874,3749
0.287579208612442,0.4637271761894226,0.4637358784675598,1899,3799
0.2859558165073395,0.46524426341056824,0.465251624584198,1924,3849
0.2844090759754181,0.4666936695575714,0.46669986844062805,1949,3899
0.28293466567993164,0.46807897090911865,0.4680839776992798,1974,3949
0.28152865171432495,0.469403475522995,0.46940726041793823,1999,3999
