training loss,out_0,out_1,epoch,step
0.5122278332710266,0.28403782844543457,0.2842990756034851,24,49
0.4920881986618042,0.298271507024765,0.29851001501083374,49,99
0.4738638997077942,0.31140458583831787,0.3116222620010376,74,149
0.45735007524490356,0.32352468371391296,0.32372337579727173,99,199
0.4423632025718689,0.33471474051475525,0.334896057844162,124,249
0.42873984575271606,0.3450522720813751,0.3452177047729492,149,299
0.4163331985473633,0.3546100854873657,0.35476112365722656,174,349
0.40501344203948975,0.36345550417900085,0.36359336972236633,199,399
0.3946651220321655,0.37165048718452454,0.3717762529850006,224,449
0.38518622517585754,0.3792514503002167,0.37936630845069885,249,499
0.37648653984069824,0.38631007075309753,0.3864150047302246,274,549
0.36848676204681396,0.39287304878234863,0.39296889305114746,299,599
0.3611166179180145,0.3989826440811157,0.39907020330429077,324,649
0.3543141186237335,0.4046771228313446,0.4047570824623108,349,699
0.34802451729774475,0.40999099612236023,0.4100639820098877,374,749
0.3421991765499115,0.4149554669857025,0.415022075176239,399,799
0.3367950916290283,0.4195987582206726,0.41965949535369873,424,849
0.33177390694618225,0.42394647002220154,0.4240017831325531,449,899
0.32710158824920654,0.4280215799808502,0.4280720353126526,474,949
0.32274773716926575,0.4318453371524811,0.4318910539150238,499,999
0.31868526339530945,0.43543627858161926,0.4354778230190277,524,1049
0.31488993763923645,0.4388118386268616,0.43884944915771484,549,1099
0.31133976578712463,0.4419877827167511,0.44202175736427307,574,1149
0.30801522731781006,0.4449782967567444,0.4450088143348694,599,1199
0.30489832162857056,0.44779643416404724,0.44782397150993347,624,1249
0.3019736111164093,0.4504542648792267,0.450478732585907,649,1299
0.29922613501548767,0.4529624581336975,0.4529843032360077,674,1349
0.2966429889202118,0.45533129572868347,0.4553505778312683,699,1399
0.2942122519016266,0.45756977796554565,0.4575866162776947,724,1449
0.2919231951236725,0.4596862196922302,0.4597008228302002,749,1499
0.2897656559944153,0.46168869733810425,0.4617011547088623,774,1549
0.2877309322357178,0.46358391642570496,0.4635944366455078,799,1599
0.28581032156944275,0.46537891030311584,0.4653876721858978,824,1649
0.2839966118335724,0.46707969903945923,0.46708664298057556,849,1699
0.2822827398777008,0.4686918258666992,0.46869713068008423,874,1749
0.28066226840019226,0.47022053599357605,0.4702243208885193,899,1799
0.27912914752960205,0.47167089581489563,0.47167322039604187,924,1849
0.2776781916618347,0.4730473458766937,0.4730481803417206,949,1899
0.2763042449951172,0.4743537902832031,0.47435349225997925,974,1949
0.27500271797180176,0.475594699382782,0.4755929708480835,999,1999
0.2737690806388855,0.47677329182624817,0.4767704904079437,1024,2049
0.27259957790374756,0.4778931140899658,0.4778892993927002,1049,2099
0.2714904546737671,0.4789573848247528,0.4789525270462036,1074,2149
0.27043816447257996,0.4799692630767822,0.4799633324146271,1099,2199
0.2694395184516907,0.48093122243881226,0.4809243977069855,1124,2249
