training loss,out_0,out_1,epoch,step
0.9516027569770813,0.04439179599285126,0.024498725309967995,24,49
0.8594627976417542,0.08841726183891296,0.0729278028011322,49,99
0.7775783538818359,0.1274341344833374,0.11819593608379364,74,149
0.7002033591270447,0.1619657576084137,0.1632184535264969,99,199
0.6220687031745911,0.19210752844810486,0.21128667891025543,124,249
0.5384539365768433,0.21791931986808777,0.2662057876586914,149,299
0.44756072759628296,0.23983320593833923,0.3310002088546753,174,349
0.35344961285591125,0.25804850459098816,0.40548375248908997,199,399
0.2643693685531616,0.27177339792251587,0.4858313798904419,224,449
0.18794895708560944,0.27940356731414795,0.5664691925048828,249,499
0.12798139452934265,0.27939313650131226,0.6422551274299622,274,549
0.08424627780914307,0.2710973918437958,0.7097479104995728,299,599
0.054073721170425415,0.2550991177558899,0.767462432384491,324,649
0.03405816853046417,0.23298044502735138,0.815451443195343,349,699
0.02112569846212864,0.20682722330093384,0.8546531796455383,374,749
0.01291902456432581,0.17876523733139038,0.8863381147384644,399,799
0.007783630862832069,0.15065975487232208,0.9117751121520996,424,849
0.004612474702298641,0.12397007644176483,0.9320847988128662,449,899
0.002682636259123683,0.09971094131469727,0.948205828666687,474,949
0.0015280497027561069,0.0784759372472763,0.9609097242355347,499,999
0.0008507901802659035,0.06049737334251404,0.9708316922187805,524,1049
0.0004623188287951052,0.04572613537311554,0.9784983992576599,549,1099
0.0002448825107421726,0.03391708433628082,0.9843512773513794,574,1149
0.00012632030120585114,0.024709492921829224,0.988760769367218,599,1199
6.341319385683164e-05,0.017693549394607544,0.992036759853363,624,1249
3.0963117751525715e-05,0.012460142374038696,0.9944355487823486,649,1299
1.469779817853123e-05,0.008633509278297424,0.9961662292480469,674,1349
6.778993792977417e-06,0.005887806415557861,0.9973963499069214,699,1399
3.037490614588023e-06,0.003952398896217346,0.9982571601867676,724,1449
1.3211570148996543e-06,0.0026123523712158203,0.9988505840301514,749,1499
5.569782501879672e-07,0.001699596643447876,0.9992536902427673,774,1549
2.280563080603315e-07,0.0010880976915359497,0.9995224475860596,799,1599
9.031624870203814e-08,0.0006856471300125122,0.9996994733810425,824,1649
3.469446951953614e-08,0.0004249662160873413,0.9998137354850769,849,1699
1.2852311215283407e-08,0.00025898218154907227,0.9998866319656372,874,1749
4.600920533448516e-09,0.00015527009963989258,0.9999321699142456,899,1799
1.6043486539274454e-09,9.140372276306152e-05,0.9999599456787109,924,1849
5.348397280613426e-10,5.289912223815918e-05,0.9999768733978271,949,1899
1.7826096154749393e-10,2.993643283843994e-05,0.9999866485595703,974,1949
4.298783551348606e-11,1.6614794731140137e-05,0.9999934434890747,999,1999
