training loss,out_0,out_1,epoch,step
0.7555249929428101,0.11021482944488525,0.1307906210422516,24,49
0.7181785106658936,0.12943167984485626,0.15254585444927216,49,99
0.6798573136329651,0.14955641329288483,0.1754654198884964,74,149
0.6411029696464539,0.17039257287979126,0.19931094348430634,99,199
0.6025855541229248,0.19165568053722382,0.22373616695404053,124,249
0.5650191903114319,0.2130012959241867,0.24832242727279663,149,299
0.5290767550468445,0.2340589165687561,0.27262336015701294,174,349
0.4953123927116394,0.25447049736976624,0.296215683221817,199,399
0.4641115963459015,0.273924857378006,0.31874263286590576,224,449
0.435677707195282,0.2921805679798126,0.339941143989563,249,499
0.41004931926727295,0.3090742826461792,0.35964909195899963,274,549
0.3871372938156128,0.32451677322387695,0.3777964413166046,299,599
0.3667667508125305,0.3384808301925659,0.39438730478286743,324,649
0.3487148880958557,0.3509855270385742,0.4094791114330292,349,699
0.3327414095401764,0.3620809018611908,0.423162579536438,374,749
0.31860706210136414,0.3718355894088745,0.4355471134185791,399,799
0.3060860335826874,0.3803263008594513,0.44674956798553467,424,849
0.2949722409248352,0.38763150572776794,0.45688650012016296,449,899
0.28508105874061584,0.39382660388946533,0.46607017517089844,474,949
0.2762492895126343,0.39898112416267395,0.47440579533576965,499,999
0.2683332562446594,0.40315747261047363,0.48199108242988586,524,1049
0.26120704412460327,0.4064101278781891,0.4889157712459564,549,1099
0.2547600567340851,0.408785879611969,0.49526238441467285,574,1149
0.24889430403709412,0.41032397747039795,0.5011069178581238,599,1199
0.2435223013162613,0.4110570251941681,0.5065202116966248,624,1249
0.23856563866138458,0.4110111594200134,0.5115681886672974,649,1299
0.23395270109176636,0.4102071225643158,0.5163134336471558,674,1349
0.22961722314357758,0.40866097807884216,0.5208160877227783,699,1399
0.2254975289106369,0.40638473629951477,0.5251342058181763,724,1449
0.22153505682945251,0.40338659286499023,0.5293248891830444,749,1499
0.217674121260643,0.39967167377471924,0.5334444046020508,774,1549
0.213861346244812,0.39524251222610474,0.5375485420227051,799,1599
0.21004505455493927,0.3900986909866333,0.5416932702064514,824,1649
0.20617607235908508,0.38423752784729004,0.5459338426589966,849,1699
0.20220746099948883,0.37765344977378845,0.5503251552581787,874,1749
0.19809523224830627,0.3703390061855316,0.5549210906028748,899,1799
0.19379910826683044,0.36228370666503906,0.5597738027572632,924,1849
0.1892828792333603,0.3534756302833557,0.5649334788322449,949,1899
0.18451544642448425,0.34390151500701904,0.5704473853111267,974,1949
0.1794719696044922,0.3335481882095337,0.5763586759567261,999,1999
0.17413410544395447,0.322404682636261,0.5827062129974365,1024,2049
0.16849160194396973,0.31046420335769653,0.5895227193832397,1049,2099
0.16254281997680664,0.29772859811782837,0.5968340039253235,1074,2149
0.1562955230474472,0.2842118442058563,0.6046577095985413,1099,2199
0.14976772665977478,0.2699453830718994,0.6130016446113586,1124,2249
0.14298862218856812,0.25498321652412415,0.6218616366386414,1149,2299
0.13599812984466553,0.23940697312355042,0.6312207579612732,1174,2349
0.1288471668958664,0.22332993149757385,0.6410471200942993,1199,2399
0.12159712612628937,0.20689889788627625,0.6512922048568726,1224,2449
0.11431705951690674,0.1902935653924942,0.6618919372558594,1249,2499
0.10708171874284744,0.1737210899591446,0.6727665662765503,1274,2549
0.09996790438890457,0.15740735828876495,0.6838229894638062,1299,2599
0.09304958581924438,0.14158353209495544,0.6949597001075745,1324,2649
0.08639494329690933,0.12646999955177307,0.706069827079773,1349,2699
0.0800611674785614,0.11226155608892441,0.7170491814613342,1374,2749
0.07409293204545975,0.09911247342824936,0.7277998328208923,1399,2799
0.06852004677057266,0.08712805807590485,0.738236665725708,1424,2849
0.06335785984992981,0.07636120915412903,0.7482901215553284,1449,2899
0.05860874429345131,0.06681272387504578,0.7579075694084167,1474,2949
0.05426349490880966,0.0584409274160862,0.7670547366142273,1499,2999
0.05030427128076553,0.05116992071270943,0.7757138609886169,1524,3049
0.046707674860954285,0.04489999637007713,0.7838804125785828,1549,3099
0.04344611614942551,0.039520736783742905,0.7915626764297485,1574,3149
0.04049082100391388,0.03491806611418724,0.7987766861915588,1599,3199
0.037812620401382446,0.030983593314886093,0.8055453300476074,1624,3249
0.03538355231285095,0.027616538107395172,0.8118948340415955,1649,3299
0.03317740932106972,0.02472769096493721,0.8178533315658569,1674,3349
0.03117012418806553,0.022240696474909782,0.8234493732452393,1699,3399
0.029339930042624474,0.020089970901608467,0.8287109732627869,1724,3449
0.027667367830872536,0.018221860751509666,0.8336648941040039,1749,3499
0.02613523229956627,0.016590869054198265,0.8383360505104065,1774,3549
0.024728214368224144,0.015160124748945236,0.8427479267120361,1799,3599
0.02343304455280304,0.013899448327720165,0.846921443939209,1824,3649
0.022237885743379593,0.01278290618211031,0.8508762717247009,1849,3699
0.021132543683052063,0.011789971962571144,0.854629635810852,1874,3749
0.020107895135879517,0.010903212241828442,0.8581976890563965,1899,3799
0.019156016409397125,0.010107963345944881,0.8615947365760803,1924,3849
0.018269957974553108,0.00939274113625288,0.8648335933685303,1949,3899
0.017443446442484856,0.008746667765080929,0.8679263591766357,1974,3949
0.016671141609549522,0.008161240257322788,0.8708832263946533,1999,3999
